Star ID, Accel ID, X Position, Y Position, Z Position, X Velocity, Y Velocity, Z Velocity, X Accel, Y Accel, Z Accel
4,101,-2.333219964,-1.766488694,88.7765752,0.012858382,0.127215443,8.851773798,1.08E-16,3.10E-16,-1.39E-16
5,1,-5.024536954,2.951433189,1.23113585,0.39053704,0.37131164,39.70032115,0,0,0
5,2,-4.985483249,2.988564353,5.201167965,0.39053704,0.37131164,39.70032115,6.09E-15,-3.09E-15,3.37E-15
5,3,-4.946429545,3.025695517,9.171200079,0.39053704,0.37131164,39.70032115,8.28E-15,-4.59E-15,-1.96E-15
5,4,-4.907375841,3.062826681,13.14123219,0.39053704,0.37131164,39.70032115,4.61E-15,-2.51E-15,-2.80E-15
5,5,-4.868322137,3.099957844,17.11126431,0.39053704,0.37131164,39.70032115,2.21E-15,-1.99E-15,-2.42E-15
5,6,-4.829268433,3.137089008,21.08129642,0.39053704,0.37131164,39.70032115,1.19E-15,-1.35E-15,-1.98E-15
5,7,-4.790214729,3.174220172,25.05132854,0.39053704,0.37131164,39.70032115,6.98E-16,-8.17E-16,-1.54E-15
5,8,-4.751161025,3.211351336,29.02136065,0.39053704,0.37131164,39.70032115,4.51E-16,-5.26E-16,-1.15E-15
5,9,-4.712107321,3.2484825,32.99139277,0.39053704,0.37131164,39.70032115,3.16E-16,-3.69E-16,-8.84E-16
5,10,-4.673053617,3.285613664,36.96142488,0.39053704,0.37131164,39.70032115,2.40E-16,-2.81E-16,-7.12E-16
